job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset
JOB0256,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,GPU Computing|Neural Networks|PyTorch|Problem Solving,Consulting,Hybrid,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0257,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,Python|OpenCV|CUDA|PyTorch|Image Processing|Git|SQL,Finance,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0258,AI Business Analyst,Business,Lead (10+ yrs),Associate's,Business Analysis|Communication|Python|Git|Cloud,Media,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0259,AI Security Engineer,Security,Entry (0-2 yrs),Bachelor's,Risk Analysis|Python|ML Security|Red Teaming|Leadership|Statistics,Healthcare,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0260,NLP Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Hugging Face|LLMs|Text Processing|Python|Statistics|Leadership,Consulting,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0261,AI Security Engineer,Security,Entry (0-2 yrs),Bachelor's,Risk Analysis|Cybersecurity|Red Teaming|Python|Statistics|Research,Education,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0262,AI Product Manager,Product,Entry (0-2 yrs),Associate's,Stakeholder Mgmt|Product Strategy|Agile|AI Literacy|Data Analysis|Linux,Retail,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0263,LLM Engineer,AI Engineering,Entry (0-2 yrs),PhD,Fine-tuning|RAG|Python|Communication|Statistics,Education,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0264,AI Compliance Manager,Governance,Lead (10+ yrs),Associate's,Risk Management|Auditing|Legal Knowledge|Documentation|EU AI Act|Linux|Git,Media,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0265,Data Scientist,Data Science,Entry (0-2 yrs),Associate's,Python|ML Algorithms|SQL|Data Visualization|Statistics|Scikit-learn|Communication|Problem Solving,Retail,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0266,Data Scientist,Data Science,Entry (0-2 yrs),Master's,SQL|Statistics|ML Algorithms|Scikit-learn|Python|Git,Retail,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0267,ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Kubernetes|TensorFlow|SQL|PyTorch|Python|MLOps|Problem Solving|Linux,Finance,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0268,AI Compliance Manager,Governance,Mid (3-5 yrs),Master's,Legal Knowledge|Risk Management|Documentation|Auditing|Research|Problem Solving,Technology,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0269,RAG Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Search Systems|Python|LLMs|Embeddings|Vector DBs|Problem Solving|Cloud,Automotive,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0270,AI Business Analyst,Business,Senior (6-9 yrs),Associate's,SQL|Data Visualization|Communication|Python|Business Analysis|Git|Research|Linux,Retail,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0271,AI Product Manager,Product,Entry (0-2 yrs),Master's,Product Strategy|AI Literacy|Stakeholder Mgmt|Data Analysis|Agile|Agile|Cloud|Research,Automotive,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0272,AI Infrastructure Eng,Infrastructure,Entry (0-2 yrs),Associate's,CUDA|Cloud|Networking|Distributed Systems|SQL,Research,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0273,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),Bootcamp/Self-taught,Networking|Kubernetes|Distributed Systems|Cloud|Leadership,Government,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0274,Senior Data Scientist,Data Science,Entry (0-2 yrs),Master's,Advanced Statistics|Python|Leadership|Causal Inference|ML|Deep Learning|Problem Solving|Cloud|Linux,Education,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0275,AI Engineer,AI Engineering,Mid (3-5 yrs),Associate's,Cloud (AWS/GCP/Azure)|Python|PyTorch|LLM Integration|Docker|Problem Solving,Education,Fully Remote,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle)
JOB0276,AI Solutions Architect,Architecture,Entry (0-2 yrs),Master's,Leadership|System Design|ML|Python|Enterprise Architecture|Research|Leadership,Education,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0277,ML Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,SQL|TensorFlow|Python|Research|Git,Healthcare,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0278,AI Engineer,AI Engineering,Mid (3-5 yrs),Associate's,Cloud (AWS/GCP/Azure)|LLM Integration|PyTorch|Python|Linux|Leadership,Technology,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0279,AI Compliance Manager,Governance,Mid (3-5 yrs),Bootcamp/Self-taught,Auditing|Documentation|EU AI Act|Agile|Git|SQL,Healthcare,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0280,LLM Engineer,AI Engineering,Senior (6-9 yrs),Master's,Fine-tuning|RAG|Prompt Engineering|Statistics|Leadership|SQL,Finance,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0281,AI Product Manager,Product,Entry (0-2 yrs),PhD,AI Literacy|Data Analysis|Stakeholder Mgmt|Agile|Linux|Statistics|SQL,Consulting,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0282,NLP Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,Hugging Face|Transformers|Python|Git|Problem Solving|Linux,Government,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0283,AI Research Scientist,Research,Lead (10+ yrs),Bachelor's,Publishing|Research|Mathematics|Python|Deep Learning|PyTorch|Cloud,Government,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0284,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,GPU Computing|Python|Neural Networks|TensorFlow|Git|SQL,Finance,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0285,AI Agent Developer,AI Engineering,Lead (10+ yrs),PhD,Planning Systems|Python|Tool Use|LangChain|AutoGen|APIs|Git|Leadership|Communication,Technology,Hybrid,Startup (1-50),Elite (>$300k),AI Engineering (Kaggle)
JOB0286,AI Product Manager,Product,Entry (0-2 yrs),Bachelor's,Product Strategy|Agile|AI Literacy|Data Analysis|Leadership,Technology,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0287,Data Engineer (AI),Data Engineering,Lead (10+ yrs),Master's,Feature Stores|dbt|Spark|Cloud|Git,Media,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0288,ML Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,SQL|Kubernetes|PyTorch|TensorFlow|Python|MLOps|Linux,Education,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0289,AI Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,Python|Docker|PyTorch|LLM Integration|Cloud (AWS/GCP/Azure)|Communication,Government,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0290,AI Business Analyst,Business,Senior (6-9 yrs),Master's,Business Analysis|SQL|Data Visualization|Linux|Cloud,Healthcare,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0291,AI Agent Developer,AI Engineering,Mid (3-5 yrs),Bachelor's,Python|LangChain|APIs|Problem Solving|Agile|Cloud,Research,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0292,AI Solutions Architect,Architecture,Mid (3-5 yrs),Associate's,Enterprise Architecture|Python|System Design|ML|Statistics|Cloud,Technology,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0293,AI Security Engineer,Security,Mid (3-5 yrs),PhD,Red Teaming|Risk Analysis|Cybersecurity|SQL,Technology,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0294,ML Engineer,AI Engineering,Mid (3-5 yrs),Master's,Python|PyTorch|MLOps|Problem Solving|Statistics|Cloud,Automotive,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0295,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Master's,Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Statistics|Linux,Education,Fully Remote,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0296,AI Business Analyst,Business,Mid (3-5 yrs),Bachelor's,Python|Business Analysis|SQL|Communication|Linux|Problem Solving|Communication,Finance,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0297,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),Master's,Image Processing|Python|CNNs|CUDA|Research,Research,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0298,AI Solutions Architect,Architecture,Entry (0-2 yrs),Associate's,Cloud|ML|Leadership|System Design|Git|SQL|Research,Consulting,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0299,AI Solutions Architect,Architecture,Mid (3-5 yrs),PhD,Python|ML|System Design|Cloud|Agile,Research,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0300,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,LLMs|Python|Fine-tuning|GenAI APIs|Deployment|Diffusion Models|Communication|Linux|Statistics,Automotive,Hybrid,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0301,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),PhD,Python|CUDA|TensorFlow|PyTorch|Neural Networks|Leadership|Problem Solving,Finance,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0302,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Python|Fine-tuning|APIs|Vision-Language Models|Linux,Education,On-site,SME (51-500),Elite (>$300k),AI Engineering (Kaggle)
JOB0303,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Bootcamp/Self-taught,Python|ROS|Control Systems|Computer Vision|Simulation|Problem Solving|Statistics,Consulting,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0304,AI Solutions Architect,Architecture,Mid (3-5 yrs),PhD,Python|ML|Leadership|System Design|Statistics,Retail,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0305,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),Bachelor's,Distributed Systems|CUDA|Storage|Cloud|Leadership,Research,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0306,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),Bootcamp/Self-taught,C++|Python|ROS|Simulation|Control Systems|Computer Vision|Agile|Linux,Energy,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0307,Senior Data Scientist,Data Science,Senior (6-9 yrs),Bachelor's,Causal Inference|Python|Leadership|Deep Learning|ML|Advanced Statistics|Communication|SQL,Finance,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0308,AI Ethics Officer,Governance,Entry (0-2 yrs),PhD,Communication|Ethics Frameworks|AI Policy|Risk Assessment|Statistics|Agile,Education,Fully Remote,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0309,MLOps Engineer,ML Operations,Lead (10+ yrs),Master's,Kubernetes|Cloud|Docker|Leadership|Statistics,Finance,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0310,Prompt Engineer,AI Engineering,Lead (10+ yrs),Associate's,LLM APIs|NLP|Python|Testing|SQL|Agile,Energy,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0311,MLOps Engineer,ML Operations,Senior (6-9 yrs),Bootcamp/Self-taught,Python|Cloud|Docker|CI/CD|Problem Solving,Research,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0312,Data Scientist,Data Science,Entry (0-2 yrs),PhD,SQL|Scikit-learn|Statistics|Data Visualization|SQL,Retail,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0313,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,System Design|Distributed Systems|LLM Fine-tuning|MLOps|PyTorch|Leadership,Energy,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0314,AI Product Manager,Product,Mid (3-5 yrs),Master's,Data Analysis|Product Strategy|AI Literacy|Git|Problem Solving,Healthcare,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0315,AI Security Engineer,Security,Senior (6-9 yrs),Bachelor's,ML Security|Risk Analysis|Python|Agile,Healthcare,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0316,AI Compliance Manager,Governance,Entry (0-2 yrs),Master's,EU AI Act|Documentation|Auditing|Legal Knowledge|SQL|Git,Finance,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0317,Senior Data Scientist,Data Science,Senior (6-9 yrs),PhD,Python|Deep Learning|Leadership|Communication|Problem Solving|Agile,Healthcare,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0318,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),Bootcamp/Self-taught,CUDA|Distributed Systems|Storage|Cloud|Communication|Cloud|Git,Manufacturing,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0319,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,LLMs|Fine-tuning|Diffusion Models|Python|GenAI APIs|Deployment|Communication|Git,Education,Fully Remote,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0320,AI Solutions Architect,Architecture,Entry (0-2 yrs),Master's,Enterprise Architecture|Cloud|System Design|Communication|Statistics,Automotive,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0321,AI Compliance Manager,Governance,Senior (6-9 yrs),Bootcamp/Self-taught,Auditing|Documentation|EU AI Act|Risk Management|Git,Retail,Hybrid,Big Tech (FAANG+),Entry (<$100k),AI Engineering (Kaggle)
JOB0322,AI Ethics Officer,Governance,Lead (10+ yrs),Associate's,Research|AI Policy|Communication|Risk Assessment|Communication|Agile,Consulting,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0323,AI Compliance Manager,Governance,Entry (0-2 yrs),Bootcamp/Self-taught,Legal Knowledge|EU AI Act|Auditing|Documentation|Agile|Linux|Research,Government,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0324,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Bootcamp/Self-taught,Computer Vision|C++|Simulation|Cloud|Statistics|Agile,Manufacturing,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0325,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Cloud (AWS/GCP/Azure)|Python|Docker|PyTorch|Communication,Consulting,Hybrid,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle)
JOB0326,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Docker|PyTorch|LLM Integration|Python|Cloud (AWS/GCP/Azure)|SQL|Statistics|Cloud,Energy,Hybrid,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle)
JOB0327,AI Ethics Officer,Governance,Mid (3-5 yrs),Associate's,Communication|AI Policy|Ethics Frameworks|Agile,Retail,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0328,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),PhD,Distributed Systems|Kubernetes|CUDA|Cloud|Storage|Networking|Leadership|Statistics,Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0329,AI Agent Developer,AI Engineering,Lead (10+ yrs),Master's,AutoGen|Planning Systems|Tool Use|APIs|Python|LangChain|Research|Linux,Automotive,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0330,AI Agent Developer,AI Engineering,Senior (6-9 yrs),PhD,Tool Use|LangChain|Python|APIs|SQL,Automotive,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0331,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,CUDA|Python|Neural Networks|GPU Computing|Git,Manufacturing,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0332,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,MLOps|Python|PyTorch|System Design|LLM Fine-tuning|Statistics|Cloud,Research,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0333,AI Solutions Architect,Architecture,Entry (0-2 yrs),Bootcamp/Self-taught,Leadership|Python|Enterprise Architecture|ML|System Design|Linux|Statistics,Education,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0334,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,PyTorch|Python|Fine-tuning|APIs|Vision-Language Models|SQL|Cloud,Retail,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0335,AI Solutions Architect,Architecture,Entry (0-2 yrs),PhD,Enterprise Architecture|Python|ML|Leadership|Cloud|System Design|Agile,Media,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0336,AI Engineer,AI Engineering,Lead (10+ yrs),Master's,Cloud (AWS/GCP/Azure)|Docker|PyTorch|Python|LLM Integration|Communication,Media,Fully Remote,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0337,AI Product Manager,Product,Mid (3-5 yrs),PhD,Stakeholder Mgmt|AI Literacy|Product Strategy|Agile|Linux|Cloud,Government,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0338,RAG Engineer,AI Engineering,Lead (10+ yrs),Master's,Embeddings|Search Systems|LangChain|Agile|Linux|Git,Manufacturing,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0339,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,PyTorch|APIs|Vision-Language Models|Python|Communication|Problem Solving,Retail,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0340,NLP Engineer,AI Engineering,Mid (3-5 yrs),PhD,Python|LLMs|Transformers|Cloud|Communication,Research,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0341,AI Product Manager,Product,Senior (6-9 yrs),Associate's,Product Strategy|Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Statistics|Linux,Media,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0342,Senior Data Scientist,Data Science,Lead (10+ yrs),Master's,Advanced Statistics|ML|Causal Inference|Statistics|Cloud|Agile,Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0343,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,GenAI APIs|Python|Diffusion Models|Deployment|Research,Government,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0344,AI Ethics Officer,Governance,Entry (0-2 yrs),Master's,Ethics Frameworks|Risk Assessment|AI Policy|Leadership|Agile|Communication,Energy,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0345,AI Compliance Manager,Governance,Senior (6-9 yrs),Bachelor's,Documentation|EU AI Act|Risk Management|Legal Knowledge|Git,Education,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0346,AI Product Manager,Product,Lead (10+ yrs),PhD,AI Literacy|Data Analysis|Product Strategy|Agile|Stakeholder Mgmt|Git,Media,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0347,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Python|System Design|MLOps|PyTorch|Agile|Linux|Statistics,Consulting,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0348,AI Business Analyst,Business,Entry (0-2 yrs),Bootcamp/Self-taught,Data Visualization|Communication|SQL|Leadership,Manufacturing,Fully Remote,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle)
JOB0349,AI Agent Developer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,LangChain|APIs|AutoGen|Python|Planning Systems|Problem Solving|SQL,Media,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0350,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),PhD,Python|Diffusion Models|GenAI APIs|Cloud,Technology,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0351,AI Solutions Architect,Architecture,Senior (6-9 yrs),Master's,Enterprise Architecture|System Design|Python|ML|Leadership|Cloud,Finance,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0352,RAG Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Vector DBs|Python|LangChain|Search Systems|Communication,Technology,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0353,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),Master's,PyTorch|CUDA|Neural Networks|Research|SQL,Education,Hybrid,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0354,Data Scientist,Data Science,Lead (10+ yrs),Associate's,Python|Scikit-learn|Data Visualization|Statistics|SQL|SQL,Media,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0355,Data Scientist,Data Science,Senior (6-9 yrs),Bootcamp/Self-taught,SQL|Statistics|Scikit-learn|Data Visualization|Communication|Leadership,Automotive,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0356,Senior Data Scientist,Data Science,Lead (10+ yrs),PhD,Causal Inference|Python|ML|Deep Learning|Communication,Healthcare,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0357,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),PhD,Control Systems|ROS|Simulation|Python|Git|Communication,Finance,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0358,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Python|CUDA|Image Processing|PyTorch|CNNs|OpenCV|Git,Automotive,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0359,Data Scientist,Data Science,Senior (6-9 yrs),Master's,Scikit-learn|Python|Statistics|ML Algorithms|SQL|Data Visualization|Linux|Git|Agile,Manufacturing,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0360,Prompt Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,Prompt Design|NLP|LLM APIs|Documentation|Python|Statistics,Manufacturing,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0361,Senior Data Scientist,Data Science,Senior (6-9 yrs),Bootcamp/Self-taught,Causal Inference|Python|Leadership|ML|Deep Learning|Cloud|Research|Communication,Media,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0362,LLM Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Prompt Engineering|Vector DBs|Fine-tuning|Python|Leadership,Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0363,AI Business Analyst,Business,Senior (6-9 yrs),Bootcamp/Self-taught,SQL|Business Analysis|Python|Data Visualization|Communication|Git,Education,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0364,AI Business Analyst,Business,Mid (3-5 yrs),PhD,Communication|Python|Business Analysis|Data Visualization|SQL|Statistics,Media,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0365,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Master's,System Design|LLM Fine-tuning|MLOps|Leadership|Problem Solving|Cloud,Retail,Hybrid,Startup (1-50),Elite (>$300k),AI Engineering (Kaggle)
JOB0366,Prompt Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Documentation|LLM APIs|NLP|SQL|Linux,Media,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0367,MLOps Engineer,ML Operations,Mid (3-5 yrs),Bachelor's,Docker|CI/CD|Python|Kubernetes|MLflow|Cloud|SQL|Agile,Retail,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0368,Prompt Engineer,AI Engineering,Senior (6-9 yrs),Associate's,NLP|Testing|LLM APIs|Prompt Design|Documentation|Python|Research|Linux|Statistics,Finance,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0369,ML Engineer,AI Engineering,Entry (0-2 yrs),Master's,SQL|Kubernetes|Python|Problem Solving,Media,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0370,Data Scientist,Data Science,Entry (0-2 yrs),PhD,Python|Data Visualization|SQL|Statistics|ML Algorithms|Scikit-learn|Statistics,Government,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0371,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Master's,C++|Computer Vision|Python|ROS|Statistics|Linux|SQL,Research,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0372,Data Scientist,Data Science,Mid (3-5 yrs),Associate's,Python|SQL|ML Algorithms|Statistics|Data Visualization|Scikit-learn|Research,Technology,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0373,Data Scientist,Data Science,Mid (3-5 yrs),PhD,ML Algorithms|Data Visualization|Statistics|Statistics,Media,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0374,ML Engineer,AI Engineering,Senior (6-9 yrs),Master's,Kubernetes|TensorFlow|MLOps|PyTorch|Python|Leadership|Agile|SQL,Healthcare,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
