job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB0319,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,"LLMs, Fine-tuning, Diffusion Models, Python, GenAI APIs, Deployment, Communication, Git",Education,Fully Remote,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: LLMs, Fine-tuning, Diffusion Models, Python, GenAI APIs, Deployment, Communication, Git. Industry: Education. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0320,AI Solutions Architect,Architecture,Entry (0-2 yrs),Master's,"Enterprise Architecture, Cloud, System Design, Communication, Statistics",Automotive,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Enterprise Architecture, Cloud, System Design, Communication, Statistics. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0321,AI Compliance Manager,Governance,Senior (6-9 yrs),Bootcamp/Self-taught,"Auditing, Documentation, EU AI Act, Risk Management, Git",Retail,Hybrid,Big Tech (FAANG+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Auditing, Documentation, EU AI Act, Risk Management, Git. Industry: Retail. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0322,AI Ethics Officer,Governance,Lead (10+ yrs),Associate's,"Research, AI Policy, Communication, Risk Assessment, Agile",Consulting,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Research, AI Policy, Communication, Risk Assessment, Agile. Industry: Consulting. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0323,AI Compliance Manager,Governance,Entry (0-2 yrs),Bootcamp/Self-taught,"Legal Knowledge, EU AI Act, Auditing, Documentation, Agile, Linux, Research",Government,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Legal Knowledge, EU AI Act, Auditing, Documentation, Agile, Linux, Research. Industry: Government. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0324,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Bootcamp/Self-taught,"Computer Vision, C++, Simulation, Cloud, Statistics, Agile",Manufacturing,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: Computer Vision, C++, Simulation, Cloud, Statistics, Agile. Industry: Manufacturing. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0325,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"Cloud (AWS/GCP/Azure), Python, Docker, PyTorch, Communication",Consulting,Hybrid,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Cloud (AWS/GCP/Azure), Python, Docker, PyTorch, Communication. Industry: Consulting. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0326,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"Docker, PyTorch, LLM Integration, Python, Cloud (AWS/GCP/Azure), SQL, Statistics, Cloud",Energy,Hybrid,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Docker, PyTorch, LLM Integration, Python, Cloud (AWS/GCP/Azure), SQL, Statistics, Cloud. Industry: Energy. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0327,AI Ethics Officer,Governance,Mid (3-5 yrs),Associate's,"Communication, AI Policy, Ethics Frameworks, Agile",Retail,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Communication, AI Policy, Ethics Frameworks, Agile. Industry: Retail. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0328,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),PhD,"Distributed Systems, Kubernetes, CUDA, Cloud, Storage, Networking, Leadership, Statistics",Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Distributed Systems, Kubernetes, CUDA, Cloud, Storage, Networking, Leadership, Statistics. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0329,AI Agent Developer,AI Engineering,Lead (10+ yrs),Master's,"AutoGen, Planning Systems, Tool Use, APIs, Python, LangChain, Research, Linux",Automotive,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: AutoGen, Planning Systems, Tool Use, APIs, Python, LangChain, Research, Linux. Industry: Automotive. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0330,AI Agent Developer,AI Engineering,Senior (6-9 yrs),PhD,"Tool Use, LangChain, Python, APIs, SQL",Automotive,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Tool Use, LangChain, Python, APIs, SQL. Industry: Automotive. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0331,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,"CUDA, Python, Neural Networks, GPU Computing, Git",Manufacturing,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: CUDA, Python, Neural Networks, GPU Computing, Git. Industry: Manufacturing. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0332,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,"MLOps, Python, PyTorch, System Design, LLM Fine-tuning, Statistics, Cloud",Research,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: MLOps, Python, PyTorch, System Design, LLM Fine-tuning, Statistics, Cloud. Industry: Research. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0333,AI Solutions Architect,Architecture,Entry (0-2 yrs),Bootcamp/Self-taught,"Leadership, Python, Enterprise Architecture, ML, System Design, Linux, Statistics",Education,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Leadership, Python, Enterprise Architecture, ML, System Design, Linux, Statistics. Industry: Education. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0334,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"PyTorch, Python, Fine-tuning, APIs, Vision-Language Models, SQL, Cloud",Retail,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: PyTorch, Python, Fine-tuning, APIs, Vision-Language Models, SQL, Cloud. Industry: Retail. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0335,AI Solutions Architect,Architecture,Entry (0-2 yrs),PhD,"Enterprise Architecture, Python, ML, Leadership, Cloud, System Design, Agile",Media,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Enterprise Architecture, Python, ML, Leadership, Cloud, System Design, Agile. Industry: Media. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0336,AI Engineer,AI Engineering,Lead (10+ yrs),Master's,"Cloud (AWS/GCP/Azure), Docker, PyTorch, Python, LLM Integration, Communication",Media,Fully Remote,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Cloud (AWS/GCP/Azure), Docker, PyTorch, Python, LLM Integration, Communication. Industry: Media. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0337,AI Product Manager,Product,Mid (3-5 yrs),PhD,"Stakeholder Mgmt, AI Literacy, Product Strategy, Agile, Linux, Cloud",Government,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Stakeholder Mgmt, AI Literacy, Product Strategy, Agile, Linux, Cloud. Industry: Government. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0338,RAG Engineer,AI Engineering,Lead (10+ yrs),Master's,"Embeddings, Search Systems, LangChain, Agile, Linux, Git",Manufacturing,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Embeddings, Search Systems, LangChain, Agile, Linux, Git. Industry: Manufacturing. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0339,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,"PyTorch, APIs, Vision-Language Models, Python, Communication, Problem Solving",Retail,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: PyTorch, APIs, Vision-Language Models, Python, Communication, Problem Solving. Industry: Retail. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0340,NLP Engineer,AI Engineering,Mid (3-5 yrs),PhD,"Python, LLMs, Transformers, Cloud, Communication",Research,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Python, LLMs, Transformers, Cloud, Communication. Industry: Research. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0341,AI Product Manager,Product,Senior (6-9 yrs),Associate's,"Product Strategy, Data Analysis, AI Literacy, Stakeholder Mgmt, Agile, Statistics, Linux",Media,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Product Strategy, Data Analysis, AI Literacy, Stakeholder Mgmt, Agile, Statistics, Linux. Industry: Media. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0342,Senior Data Scientist,Data Science,Lead (10+ yrs),Master's,"Advanced Statistics, ML, Causal Inference, Statistics, Cloud, Agile",Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Advanced Statistics, ML, Causal Inference, Statistics, Cloud, Agile. Industry: Retail. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0343,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"GenAI APIs, Python, Diffusion Models, Deployment, Research",Government,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: GenAI APIs, Python, Diffusion Models, Deployment, Research. Industry: Government. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0344,AI Ethics Officer,Governance,Entry (0-2 yrs),Master's,"Ethics Frameworks, Risk Assessment, AI Policy, Leadership, Agile, Communication",Energy,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Ethics Frameworks, Risk Assessment, AI Policy, Leadership, Agile, Communication. Industry: Energy. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0345,AI Compliance Manager,Governance,Senior (6-9 yrs),Bachelor's,"Documentation, EU AI Act, Risk Management, Legal Knowledge, Git",Education,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: Documentation, EU AI Act, Risk Management, Legal Knowledge, Git. Industry: Education. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0346,AI Product Manager,Product,Lead (10+ yrs),PhD,"AI Literacy, Data Analysis, Product Strategy, Agile, Stakeholder Mgmt, Git",Media,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: AI Literacy, Data Analysis, Product Strategy, Agile, Stakeholder Mgmt, Git. Industry: Media. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0347,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Python, System Design, MLOps, PyTorch, Agile, Linux, Statistics",Consulting,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Python, System Design, MLOps, PyTorch, Agile, Linux, Statistics. Industry: Consulting. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0348,AI Business Analyst,Business,Entry (0-2 yrs),Bootcamp/Self-taught,"Data Visualization, Communication, SQL, Leadership",Manufacturing,Fully Remote,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Data Visualization, Communication, SQL, Leadership. Industry: Manufacturing. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0349,AI Agent Developer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,"LangChain, APIs, AutoGen, Python, Planning Systems, Problem Solving, SQL",Media,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: LangChain, APIs, AutoGen, Python, Planning Systems, Problem Solving, SQL. Industry: Media. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0350,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),PhD,"Python, Diffusion Models, GenAI APIs, Cloud",Technology,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Python, Diffusion Models, GenAI APIs, Cloud. Industry: Technology. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0351,AI Solutions Architect,Architecture,Senior (6-9 yrs),Master's,"Enterprise Architecture, System Design, Python, ML, Leadership, Cloud",Finance,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Enterprise Architecture, System Design, Python, ML, Leadership, Cloud. Industry: Finance. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0352,RAG Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,"Vector DBs, Python, LangChain, Search Systems, Communication",Technology,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Vector DBs, Python, LangChain, Search Systems, Communication. Industry: Technology. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0353,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),Master's,"PyTorch, CUDA, Neural Networks, Research, SQL",Education,Hybrid,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: PyTorch, CUDA, Neural Networks, Research, SQL. Industry: Education. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0354,Data Scientist,Data Science,Lead (10+ yrs),Associate's,"Python, Scikit-learn, Data Visualization, Statistics, SQL",Media,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Python, Scikit-learn, Data Visualization, Statistics, SQL. Industry: Media. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0355,Data Scientist,Data Science,Senior (6-9 yrs),Bootcamp/Self-taught,"SQL, Statistics, Scikit-learn, Data Visualization, Communication, Leadership",Automotive,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: SQL, Statistics, Scikit-learn, Data Visualization, Communication, Leadership. Industry: Automotive. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0356,Senior Data Scientist,Data Science,Lead (10+ yrs),PhD,"Causal Inference, Python, ML, Deep Learning, Communication",Healthcare,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Causal Inference, Python, ML, Deep Learning, Communication. Industry: Healthcare. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0357,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),PhD,"Control Systems, ROS, Simulation, Python, Git, Communication",Finance,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Control Systems, ROS, Simulation, Python, Git, Communication. Industry: Finance. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0358,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"Python, CUDA, Image Processing, PyTorch, CNNs, OpenCV, Git",Automotive,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Python, CUDA, Image Processing, PyTorch, CNNs, OpenCV, Git. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0359,Data Scientist,Data Science,Senior (6-9 yrs),Master's,"Scikit-learn, Python, Statistics, ML Algorithms, SQL, Data Visualization, Linux, Git, Agile",Manufacturing,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Scikit-learn, Python, Statistics, ML Algorithms, SQL, Data Visualization, Linux, Git, Agile. Industry: Manufacturing. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0360,Prompt Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,"Prompt Design, NLP, LLM APIs, Documentation, Python, Statistics",Manufacturing,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: Prompt Design, NLP, LLM APIs, Documentation, Python, Statistics. Industry: Manufacturing. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0361,Senior Data Scientist,Data Science,Senior (6-9 yrs),Bootcamp/Self-taught,"Causal Inference, Python, Leadership, ML, Deep Learning, Cloud, Research, Communication",Media,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Causal Inference, Python, Leadership, ML, Deep Learning, Cloud, Research, Communication. Industry: Media. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0362,LLM Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"Prompt Engineering, Vector DBs, Fine-tuning, Python, Leadership",Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Prompt Engineering, Vector DBs, Fine-tuning, Python, Leadership. Industry: Media. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0363,AI Business Analyst,Business,Senior (6-9 yrs),Bootcamp/Self-taught,"SQL, Business Analysis, Python, Data Visualization, Communication, Git",Education,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: SQL, Business Analysis, Python, Data Visualization, Communication, Git. Industry: Education. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0364,AI Business Analyst,Business,Mid (3-5 yrs),PhD,"Communication, Python, Business Analysis, Data Visualization, SQL, Statistics",Media,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Communication, Python, Business Analysis, Data Visualization, SQL, Statistics. Industry: Media. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0365,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Master's,"System Design, LLM Fine-tuning, MLOps, Leadership, Problem Solving, Cloud",Retail,Hybrid,Startup (1-50),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: System Design, LLM Fine-tuning, MLOps, Leadership, Problem Solving, Cloud. Industry: Retail. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0366,Prompt Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Documentation, LLM APIs, NLP, SQL, Linux",Media,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Documentation, LLM APIs, NLP, SQL, Linux. Industry: Media. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0367,MLOps Engineer,ML Operations,Mid (3-5 yrs),Bachelor's,"Docker, CI/CD, Python, Kubernetes, MLflow, Cloud, SQL, Agile",Retail,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Docker, CI/CD, Python, Kubernetes, MLflow, Cloud, SQL, Agile. Industry: Retail. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
